Roll Number,3rd August,4th August,5th August,6th August,7th August,8th August,9th August
B26061,1,0,0,0,0,0,0
B26062,1,0,0,0,0,0,0
B26063,1,0,0,0,0,0,0
B26064,1,0,0,0,0,0,0
B26065,1,0,0,0,0,0,0
B26066,1,0,0,0,0,0,0
B26067,1,0,0,0,0,0,0
B26068,1,0,0,0,0,0,0
B26069,1,0,0,0,0,0,0
B26070,1,0,0,0,0,0,0
B26071,1,0,0,0,0,0,0
B26072,1,0,0,0,0,0,0
B26073,1,0,0,0,0,0,0
B26074,1,0,0,0,0,0,0
B26075,1,0,0,0,0,0,0
B26076,1,0,0,0,0,0,0
B26077,1,0,0,0,0,0,0
B26078,1,0,0,0,0,0,0
B26079,1,0,0,0,0,0,0
B26080,1,0,0,0,0,0,0
B26081,1,0,0,0,0,0,0
B26082,1,0,0,0,0,0,0
B26083,1,0,0,0,0,0,0
B26084,1,0,0,0,0,0,0
B26085,1,0,0,0,0,0,0
B26086,1,0,0,0,0,0,0
B26087,1,0,0,0,0,0,0
B26088,1,0,0,0,0,0,0
B26089,1,0,0,0,0,0,0
B26090,0,0,0,0,0,0,0
B26091,0,0,0,0,0,0,0
B26092,0,0,0,0,0,0,0
B26093,0,0,0,0,0,0,0
B26094,1,0,0,0,0,0,0
B26095,1,0,0,0,0,0,0
B26096,1,0,0,0,0,0,0
B26097,1,0,0,0,0,0,0
B26098,0,0,0,0,0,0,0
B26099,1,0,0,0,0,0,0
B26100,1,0,0,0,0,0,0
B26101,1,0,0,0,0,0,0
B26102,1,0,0,0,0,0,0
B26103,1,0,0,0,0,0,0
B26104,1,0,0,0,0,0,0
B26105,1,0,0,0,0,0,0
B26106,1,0,0,0,0,0,0
B26107,1,0,0,0,0,0,0
B26108,1,0,0,0,0,0,0
B26109,1,0,0,0,0,0,0
B26110,1,0,0,0,0,0,0
B26111,1,0,0,0,0,0,0
B26112,1,0,0,0,0,0,0
B26113,1,0,0,0,0,0,0
B26114,0,0,0,0,0,0,0
B26115,0,0,0,0,0,0,0
B26116,1,0,0,0,0,0,0
B26117,1,0,0,0,0,0,0
B26118,1,0,0,0,0,0,0
B26119,1,0,0,0,0,0,0
B26120,1,0,0,0,0,0,0
B26121,1,0,0,0,0,0,0
B26122,1,0,0,0,0,0,0
B26123,1,0,0,0,0,0,0
B26124,0,0,0,0,0,0,0
B26125,1,0,0,0,0,0,0
B26126,1,0,0,0,0,0,0
B26127,1,0,0,0,0,0,0
B26128,1,0,0,0,0,0,0
B26129,1,0,0,0,0,0,0
B26130,1,0,0,0,0,0,0
B26131,1,0,0,0,0,0,0
B26132,1,0,0,0,0,0,0
B26133,1,0,0,0,0,0,0
B26134,1,0,0,0,0,0,0
B26135,1,0,0,0,0,0,0
B26136,1,0,0,0,0,0,0
B26137,1,0,0,0,0,0,0
B26138,1,0,0,0,0,0,0
B26139,1,0,0,0,0,0,0
B26140,1,0,0,0,0,0,0
B26141,1,0,0,0,0,0,0
B26142,0,0,0,0,0,0,0
B26143,1,0,0,0,0,0,0
B26144,1,0,0,0,0,0,0
B26145,1,0,0,0,0,0,0
B26146,1,0,0,0,0,0,0
B26147,1,0,0,0,0,0,0
B26148,1,0,0,0,0,0,0
B26149,1,0,0,0,0,0,0
B26150,0,0,0,0,0,0,0
B26151,1,0,0,0,0,0,0
B26152,1,0,0,0,0,0,0
B26153,1,0,0,0,0,0,0
B26154,1,0,0,0,0,0,0
B26155,1,0,0,0,0,0,0
B26156,1,0,0,0,0,0,0
B26157,1,0,0,0,0,0,0
B26158,1,0,0,0,0,0,0
B26159,1,0,0,0,0,0,0
B26160,1,0,0,0,0,0,0
B26161,1,0,0,0,0,0,0
B26162,1,0,0,0,0,0,0
B26163,1,0,0,0,0,0,0
B26164,1,0,0,0,0,0,0
B26165,1,0,0,0,0,0,0
B26166,1,0,0,0,0,0,0
B26167,1,0,0,0,0,0,0
B26168,1,0,0,0,0,0,0
B26169,1,0,0,0,0,0,0
B26170,1,0,0,0,0,0,0
B26171,1,0,0,0,0,0,0
B26172,1,0,0,0,0,0,0
B26173,1,0,0,0,0,0,0
B26174,1,0,0,0,0,0,0
B26175,1,0,0,0,0,0,0
B26176,1,0,0,0,0,0,0
B26177,1,0,0,0,0,0,0
B26178,1,0,0,0,0,0,0
B26179,1,0,0,0,0,0,0
B26180,1,0,0,0,0,0,0
B26181,1,0,0,0,0,0,0
B26182,1,0,0,0,0,0,0
B26183,1,0,0,0,0,0,0
B26184,1,0,0,0,0,0,0
B26185,1,0,0,0,0,0,0
B26186,0,0,0,0,0,0,0
B26187,1,0,0,0,0,0,0
B26188,0,0,0,0,0,0,0
B26189,1,0,0,0,0,0,0
B26190,1,0,0,0,0,0,0
B26191,0,0,0,0,0,0,0
B26192,1,0,0,0,0,0,0
B26193,1,0,0,0,0,0,0
B26194,1,0,0,0,0,0,0
B26195,1,0,0,0,0,0,0
B26196,1,0,0,0,0,0,0
B26197,1,0,0,0,0,0,0
B26198,1,0,0,0,0,0,0
B26199,1,0,0,0,0,0,0
B26200,1,0,0,0,0,0,0
B26201,1,0,0,0,0,0,0
B26202,1,0,0,0,0,0,0
B26203,1,0,0,0,0,0,0
B26204,1,0,0,0,0,0,0
B26205,1,0,0,0,0,0,0
B26206,1,0,0,0,0,0,0
B26207,1,0,0,0,0,0,0
B26208,1,0,0,0,0,0,0
B26209,1,0,0,0,0,0,0
B26210,1,0,0,0,0,0,0
B26211,1,0,0,0,0,0,0
B26212,1,0,0,0,0,0,0
B26213,1,0,0,0,0,0,0
B26214,1,0,0,0,0,0,0
B26215,1,0,0,0,0,0,0
B26216,1,0,0,0,0,0,0
B26217,1,0,0,0,0,0,0
B26218,1,0,0,0,0,0,0
B26219,1,0,0,0,0,0,0
B26220,1,0,0,0,0,0,0
B26221,1,0,0,0,0,0,0
B26222,1,0,0,0,0,0,0
B26223,1,0,0,0,0,0,0
B26224,1,0,0,0,0,0,0
B26225,0,0,0,0,0,0,0
B26226,1,0,0,0,0,0,0
B26227,1,0,0,0,0,0,0
B26228,1,0,0,0,0,0,0
B26229,1,0,0,0,0,0,0
B26230,1,0,0,0,0,0,0
B26231,1,0,0,0,0,0,0
B26232,1,0,0,0,0,0,0
B26233,1,0,0,0,0,0,0
B26234,1,0,0,0,0,0,0
B26235,1,0,0,0,0,0,0
B26236,1,0,0,0,0,0,0
B26237,1,0,0,0,0,0,0
B26238,1,0,0,0,0,0,0
B26239,0,0,0,0,0,0,0
B26240,1,0,0,0,0,0,0
B26241,1,0,0,0,0,0,0
B26242,1,0,0,0,0,0,0
B26243,1,0,0,0,0,0,0
B26244,1,0,0,0,0,0,0
B26245,0,0,0,0,0,0,0
B26246,1,0,0,0,0,0,0
B26247,1,0,0,0,0,0,0
B26248,1,0,0,0,0,0,0
B26249,1,0,0,0,0,0,0
B26250,1,0,0,0,0,0,0
B26251,1,0,0,0,0,0,0
B26252,1,0,0,0,0,0,0
B26253,1,0,0,0,0,0,0
B26254,1,0,0,0,0,0,0
B26255,1,0,0,0,0,0,0
B26256,1,0,0,0,0,0,0
B26257,1,0,0,0,0,0,0
B26258,1,0,0,0,0,0,0
B26259,1,0,0,0,0,0,0
B26260,1,0,0,0,0,0,0
B26261,1,0,0,0,0,0,0
B26262,1,0,0,0,0,0,0
B26263,1,0,0,0,0,0,0
B26264,1,0,0,0,0,0,0
B26265,1,0,0,0,0,0,0
B26266,1,0,0,0,0,0,0
B26267,1,0,0,0,0,0,0
B26268,1,0,0,0,0,0,0
B26269,1,0,0,0,0,0,0
B26270,1,0,0,0,0,0,0
B26271,1,0,0,0,0,0,0
B26272,1,0,0,0,0,0,0
B26273,1,0,0,0,0,0,0
B26274,1,0,0,0,0,0,0
B26275,1,0,0,0,0,0,0
B26276,1,0,0,0,0,0,0
B26277,1,0,0,0,0,0,0
B26278,1,0,0,0,0,0,0
B26279,1,0,0,0,0,0,0
B26280,1,0,0,0,0,0,0
B26281,0,0,0,0,0,0,0
B26282,1,0,0,0,0,0,0
B26283,1,0,0,0,0,0,0
B26284,1,0,0,0,0,0,0
B26285,1,0,0,0,0,0,0
B26286,1,0,0,0,0,0,0
B26287,1,0,0,0,0,0,0
B26288,1,0,0,0,0,0,0
B26289,1,0,0,0,0,0,0
B26290,1,0,0,0,0,0,0
B26291,1,0,0,0,0,0,0
B26292,1,0,0,0,0,0,0
B26293,1,0,0,0,0,0,0
B26294,1,0,0,0,0,0,0
B26295,1,0,0,0,0,0,0
B26296,1,0,0,0,0,0,0
B26297,1,0,0,0,0,0,0
B26298,1,0,0,0,0,0,0
B26299,1,0,0,0,0,0,0
B26300,1,0,0,0,0,0,0
B26301,1,0,0,0,0,0,0
B26302,1,0,0,0,0,0,0
B26303,1,0,0,0,0,0,0
B26304,1,0,0,0,0,0,0
B26305,1,0,0,0,0,0,0
B26306,1,0,0,0,0,0,0
B26307,1,0,0,0,0,0,0
B26308,1,0,0,0,0,0,0
B26309,1,0,0,0,0,0,0
B26310,1,0,0,0,0,0,0
B26311,1,0,0,0,0,0,0
B26312,1,0,0,0,0,0,0
B26313,1,0,0,0,0,0,0
B26314,0,0,0,0,0,0,0
B26315,1,0,0,0,0,0,0
B26316,1,0,0,0,0,0,0
B26317,1,0,0,0,0,0,0
B26318,1,0,0,0,0,0,0
B26319,1,0,0,0,0,0,0
B26320,1,0,0,0,0,0,0
B26321,1,0,0,0,0,0,0
B26322,1,0,0,0,0,0,0
B26323,1,0,0,0,0,0,0
B26324,1,0,0,0,0,0,0
B26325,0,0,0,0,0,0,0
B26326,1,0,0,0,0,0,0
B26327,0,0,0,0,0,0,0
B26328,1,0,0,0,0,0,0
B26329,0,0,0,0,0,0,0
B26330,1,0,0,0,0,0,0
B26331,1,0,0,0,0,0,0
B26332,1,0,0,0,0,0,0
B26333,0,0,0,0,0,0,0
B26334,1,0,0,0,0,0,0
B26335,1,0,0,0,0,0,0
B26336,1,0,0,0,0,0,0
B26337,1,0,0,0,0,0,0
B26338,1,0,0,0,0,0,0
B26339,1,0,0,0,0,0,0
B26340,1,0,0,0,0,0,0
B26341,1,0,0,0,0,0,0
B26342,0,0,0,0,0,0,0
B26343,1,0,0,0,0,0,0
B26344,1,0,0,0,0,0,0
B26345,1,0,0,0,0,0,0
B26346,1,0,0,0,0,0,0
B26347,0,0,0,0,0,0,0
B26348,1,0,0,0,0,0,0
B26349,0,0,0,0,0,0,0
B26350,1,0,0,0,0,0,0
B26351,1,0,0,0,0,0,0
B26352,1,0,0,0,0,0,0
B26353,1,0,0,0,0,0,0
B26354,1,0,0,0,0,0,0
B26355,1,0,0,0,0,0,0
B26356,1,0,0,0,0,0,0
B26357,1,0,0,0,0,0,0
B26358,1,0,0,0,0,0,0
B26359,1,0,0,0,0,0,0
B26360,1,0,0,0,0,0,0
B26361,1,0,0,0,0,0,0
B26362,1,0,0,0,0,0,0
B26363,1,0,0,0,0,0,0
B26364,1,0,0,0,0,0,0
B26365,1,0,0,0,0,0,0
B26366,1,0,0,0,0,0,0
B26367,1,0,0,0,0,0,0
B26368,1,0,0,0,0,0,0
B26369,1,0,0,0,0,0,0
B26370,1,0,0,0,0,0,0
B26371,1,0,0,0,0,0,0
B26372,1,0,0,0,0,0,0
B26373,1,0,0,0,0,0,0
B26374,1,0,0,0,0,0,0
B26375,1,0,0,0,0,0,0
B26376,1,0,0,0,0,0,0
B26377,1,0,0,0,0,0,0
B26378,1,0,0,0,0,0,0
B26379,0,0,0,0,0,0,0
B26380,0,0,0,0,0,0,0
B26381,0,0,0,0,0,0,0
B26382,Proxy,0,0,0,0,0,0
B26383,1,0,0,0,0,0,0
B26384,1,0,0,0,0,0,0
B26385,1,0,0,0,0,0,0
B26386,1,0,0,0,0,0,0
B26387,0,0,0,0,0,0,0
B26388,1,0,0,0,0,0,0
B26389,0,0,0,0,0,0,0
B26390,0,0,0,0,0,0,0
B26391,1,0,0,0,0,0,0
B26392,1,0,0,0,0,0,0
B26393,1,0,0,0,0,0,0
B26394,1,0,0,0,0,0,0
B26395,1,0,0,0,0,0,0
B26396,1,0,0,0,0,0,0
B26397,1,0,0,0,0,0,0
B26398,1,0,0,0,0,0,0
B26399,1,0,0,0,0,0,0
B26400,1,0,0,0,0,0,0
B26401,0,0,0,0,0,0,0
B26402,1,0,0,0,0,0,0
B26403,1,0,0,0,0,0,0
B26404,1,0,0,0,0,0,0
B26405,1,0,0,0,0,0,0
B26406,1,0,0,0,0,0,0
B26407,1,0,0,0,0,0,0
B26408,0,0,0,0,0,0,0
B26409,1,0,0,0,0,0,0
B26410,1,0,0,0,0,0,0
B26411,1,0,0,0,0,0,0
B26412,0,0,0,0,0,0,0
B26413,1,0,0,0,0,0,0
B26414,1,0,0,0,0,0,0
B26415,1,0,0,0,0,0,0
B26416,1,0,0,0,0,0,0
B26417,1,0,0,0,0,0,0
B26418,1,0,0,0,0,0,0
B26419,1,0,0,0,0,0,0
B26420,1,0,0,0,0,0,0
B26421,1,0,0,0,0,0,0
B26422,1,0,0,0,0,0,0
B26423,1,0,0,0,0,0,0
B26424,1,0,0,0,0,0,0
B26425,1,0,0,0,0,0,0
B26426,1,0,0,0,0,0,0
B26427,1,0,0,0,0,0,0
B26428,1,0,0,0,0,0,0
B26429,1,0,0,0,0,0,0
B26430,1,0,0,0,0,0,0
B26431,1,0,0,0,0,0,0
B26432,1,0,0,0,0,0,0
B26433,1,0,0,0,0,0,0
B26434,1,0,0,0,0,0,0
B26435,1,0,0,0,0,0,0
B26436,1,0,0,0,0,0,0
B26437,1,0,0,0,0,0,0
B26438,1,0,0,0,0,0,0
B26439,1,0,0,0,0,0,0
B26440,1,0,0,0,0,0,0
B26441,1,0,0,0,0,0,0
B26442,1,0,0,0,0,0,0
B26443,1,0,0,0,0,0,0
B26444,1,0,0,0,0,0,0
B26445,0,0,0,0,0,0,0
B26446,1,0,0,0,0,0,0
B26447,1,0,0,0,0,0,0
B26448,0,0,0,0,0,0,0
B26449,1,0,0,0,0,0,0
B26450,1,0,0,0,0,0,0
B26451,1,0,0,0,0,0,0
B26452,1,0,0,0,0,0,0
B26453,1,0,0,0,0,0,0
B26454,1,0,0,0,0,0,0
B26455,1,0,0,0,0,0,0
B26456,1,0,0,0,0,0,0
B26457,1,0,0,0,0,0,0
B26458,1,0,0,0,0,0,0
B26459,1,0,0,0,0,0,0
B26460,1,0,0,0,0,0,0
B26461,1,0,0,0,0,0,0
B26462,1,0,0,0,0,0,0
B26463,1,0,0,0,0,0,0
B26464,0,0,0,0,0,0,0
B26465,1,0,0,0,0,0,0
B26466,0,0,0,0,0,0,0
B26467,1,0,0,0,0,0,0
B26468,1,0,0,0,0,0,0
B26469,1,0,0,0,0,0,0
B26470,1,0,0,0,0,0,0
B26471,1,0,0,0,0,0,0
B26472,1,0,0,0,0,0,0
B26473,1,0,0,0,0,0,0
B26474,1,0,0,0,0,0,0
B26475,1,0,0,0,0,0,0
B26476,1,0,0,0,0,0,0
B26477,1,0,0,0,0,0,0
B26478,0,0,0,0,0,0,0
B26479,1,0,0,0,0,0,0
B26480,1,0,0,0,0,0,0
B26481,1,0,0,0,0,0,0
B26482,1,0,0,0,0,0,0
B26483,1,0,0,0,0,0,0
B26484,1,0,0,0,0,0,0
B26485,1,0,0,0,0,0,0
B26486,1,0,0,0,0,0,0
B26487,1,0,0,0,0,0,0
B26488,0,0,0,0,0,0,0
B26489,0,0,0,0,0,0,0
B26490,1,0,0,0,0,0,0
B26491,1,0,0,0,0,0,0
B26492,1,0,0,0,0,0,0
B26493,1,0,0,0,0,0,0
B26494,1,0,0,0,0,0,0
B26495,1,0,0,0,0,0,0
B26496,1,0,0,0,0,0,0
B26497,1,0,0,0,0,0,0
B26498,1,0,0,0,0,0,0
B26499,Proxy,0,0,0,0,0,0
B26500,1,0,0,0,0,0,0
B26501,1,0,0,0,0,0,0
B26502,1,0,0,0,0,0,0
B26503,1,0,0,0,0,0,0
B26504,1,0,0,0,0,0,0
B26505,1,0,0,0,0,0,0
B26506,1,0,0,0,0,0,0
B26507,0,0,0,0,0,0,0
B26508,1,0,0,0,0,0,0
B26509,0,0,0,0,0,0,0
B26510,1,0,0,0,0,0,0
B26511,1,0,0,0,0,0,0
B26512,0,0,0,0,0,0,0
B26513,1,0,0,0,0,0,0
B26514,1,0,0,0,0,0,0
B26515,1,0,0,0,0,0,0
B26516,1,0,0,0,0,0,0
B26517,1,0,0,0,0,0,0
B26518,1,0,0,0,0,0,0
B26519,1,0,0,0,0,0,0
B26520,1,0,0,0,0,0,0
B26521,1,0,0,0,0,0,0
B26522,1,0,0,0,0,0,0
B26523,1,0,0,0,0,0,0
B26524,1,0,0,0,0,0,0
B26525,1,0,0,0,0,0,0
B26526,1,0,0,0,0,0,0
B26527,1,0,0,0,0,0,0
B26528,1,0,0,0,0,0,0
B26529,1,0,0,0,0,0,0
B26530,0,0,0,0,0,0,0
B26531,1,0,0,0,0,0,0
B26532,1,0,0,0,0,0,0
B26533,1,0,0,0,0,0,0
B26534,0,0,0,0,0,0,0
B26535,1,0,0,0,0,0,0
B26536,1,0,0,0,0,0,0
B26537,1,0,0,0,0,0,0
B26538,1,0,0,0,0,0,0
B26539,0,0,0,0,0,0,0
B26540,1,0,0,0,0,0,0
B26541,1,0,0,0,0,0,0
B26542,1,0,0,0,0,0,0
B26543,1,0,0,0,0,0,0
B26544,1,0,0,0,0,0,0
B26545,1,0,0,0,0,0,0
B26546,1,0,0,0,0,0,0
B26547,1,0,0,0,0,0,0
B26548,0,0,0,0,0,0,0
B26549,1,0,0,0,0,0,0
B26550,1,0,0,0,0,0,0
B26551,1,0,0,0,0,0,0
B26552,1,0,0,0,0,0,0
B26553,1,0,0,0,0,0,0
B26554,1,0,0,0,0,0,0
B26555,1,0,0,0,0,0,0
B26556,1,0,0,0,0,0,0
B26557,1,0,0,0,0,0,0
B26558,1,0,0,0,0,0,0
B26559,1,0,0,0,0,0,0
B26560,1,0,0,0,0,0,0
B26561,0,0,0,0,0,0,0
B26562,1,0,0,0,0,0,0
B26563,1,0,0,0,0,0,0
B26564,1,0,0,0,0,0,0
B26565,1,0,0,0,0,0,0
B26566,1,0,0,0,0,0,0
B26567,1,0,0,0,0,0,0
B26568,1,0,0,0,0,0,0
B26569,1,0,0,0,0,0,0
B26570,1,0,0,0,0,0,0
B26571,1,0,0,0,0,0,0
B26572,1,0,0,0,0,0,0
B26573,1,0,0,0,0,0,0
B26574,1,0,0,0,0,0,0
B26575,0,0,0,0,0,0,0
B26576,1,0,0,0,0,0,0
B26577,1,0,0,0,0,0,0
B26578,1,0,0,0,0,0,0
B26579,0,0,0,0,0,0,0
B26580,1,0,0,0,0,0,0
B26581,1,0,0,0,0,0,0
B26582,1,0,0,0,0,0,0
B26583,1,0,0,0,0,0,0
B26584,1,0,0,0,0,0,0
B26585,1,0,0,0,0,0,0
B26586,1,0,0,0,0,0,0
B26587,1,0,0,0,0,0,0
B26588,1,0,0,0,0,0,0
B26589,1,0,0,0,0,0,0
B26590,1,0,0,0,0,0,0
B26591,1,0,0,0,0,0,0
B26592,1,0,0,0,0,0,0
B26593,1,0,0,0,0,0,0
B26594,1,0,0,0,0,0,0
B26595,1,0,0,0,0,0,0
B26596,1,0,0,0,0,0,0
B26597,1,0,0,0,0,0,0
B26598,1,0,0,0,0,0,0
B26599,1,0,0,0,0,0,0
B26600,1,0,0,0,0,0,0
B26601,0,0,0,0,0,0,0
B26602,1,0,0,0,0,0,0
B26603,1,0,0,0,0,0,0
B26604,1,0,0,0,0,0,0
B26605,1,0,0,0,0,0,0
B26606,0,0,0,0,0,0,0
B26607,1,0,0,0,0,0,0
B26608,1,0,0,0,0,0,0
B26609,1,0,0,0,0,0,0
B26610,1,0,0,0,0,0,0
B26611,1,0,0,0,0,0,0
B26612,1,0,0,0,0,0,0
B26613,1,0,0,0,0,0,0
B26614,1,0,0,0,0,0,0
B26615,1,0,0,0,0,0,0
B26616,1,0,0,0,0,0,0
B26617,1,0,0,0,0,0,0
B26618,1,0,0,0,0,0,0
B26619,1,0,0,0,0,0,0
B26620,1,0,0,0,0,0,0
B26621,1,0,0,0,0,0,0
B26622,1,0,0,0,0,0,0
B26623,1,0,0,0,0,0,0
B26624,1,0,0,0,0,0,0
B26625,1,0,0,0,0,0,0
B26626,0,0,0,0,0,0,0
B26627,1,0,0,0,0,0,0
B26628,1,0,0,0,0,0,0
B26629,1,0,0,0,0,0,0
B26630,0,0,0,0,0,0,0
B26631,1,0,0,0,0,0,0
B26632,0,0,0,0,0,0,0
B26633,0,0,0,0,0,0,0
B26634,0,0,0,0,0,0,0
B26635,0,0,0,0,0,0,0
B26636,0,0,0,0,0,0,0
B26637,0,0,0,0,0,0,0
B26638,0,0,0,0,0,0,0
B26639,0,0,0,0,0,0,0
B26640,0,0,0,0,0,0,0
IM26001,0,0,0,0,0,0,0
IM26002,0,0,0,0,0,0,0
IM26003,0,0,0,0,0,0,0
IM26004,0,0,0,0,0,0,0
IM26005,0,0,0,0,0,0,0
IM26006,0,0,0,0,0,0,0
IM26007,0,0,0,0,0,0,0
IM26008,1,0,0,0,0,0,0
IM26009,1,0,0,0,0,0,0
IM26010,0,0,0,0,0,0,0
IM26011,0,0,0,0,0,0,0
IM26012,0,0,0,0,0,0,0
IM26013,0,0,0,0,0,0,0
IM26014,0,0,0,0,0,0,0
IM26015,0,0,0,0,0,0,0
IM26016,0,0,0,0,0,0,0
IM26017,0,0,0,0,0,0,0
IM26018,1,0,0,0,0,0,0
IM26019,0,0,0,0,0,0,0
IM26020,0,0,0,0,0,0,0
IM26021,0,0,0,0,0,0,0
IM26022,1,0,0,0,0,0,0
IM26023,1,0,0,0,0,0,0
IM26024,1,0,0,0,0,0,0
IM26025,0,0,0,0,0,0,0
IM26026,1,0,0,0,0,0,0
IM26027,0,0,0,0,0,0,0
IM26028,1,0,0,0,0,0,0
IM26029,0,0,0,0,0,0,0
IM26030,1,0,0,0,0,0,0
IM26031,0,0,0,0,0,0,0
IM26032,0,0,0,0,0,0,0
IM26033,1,0,0,0,0,0,0
IM26034,0,0,0,0,0,0,0
IM26035,0,0,0,0,0,0,0
IM26036,1,0,0,0,0,0,0
IM26037,0,0,0,0,0,0,0
IM26038,0,0,0,0,0,0,0
IM26039,0,0,0,0,0,0,0
IM26040,1,0,0,0,0,0,0
IM26041,0,0,0,0,0,0,0
IM26042,0,0,0,0,0,0,0
IM26043,0,0,0,0,0,0,0
IM26044,0,0,0,0,0,0,0
IM26045,0,0,0,0,0,0,0
IM26046,0,0,0,0,0,0,0
IM26047,0,0,0,0,0,0,0
IM26048,0,0,0,0,0,0,0
IM26049,0,0,0,0,0,0,0
IM26050,0,0,0,0,0,0,0
IM26051,0,0,0,0,0,0,0
IM26052,0,0,0,0,0,0,0
IM26053,0,0,0,0,0,0,0
IM26054,0,0,0,0,0,0,0
IM26055,0,0,0,0,0,0,0
IM26056,0,0,0,0,0,0,0
IM26057,0,0,0,0,0,0,0
IM26058,0,0,0,0,0,0,0
IM26059,1,0,0,0,0,0,0
IM26060,0,0,0,0,0,0,0
IM26061,0,0,0,0,0,0,0
IM26062,0,0,0,0,0,0,0
IM26063,0,0,0,0,0,0,0
IM26064,0,0,0,0,0,0,0
IM26065,0,0,0,0,0,0,0
IM26066,0,0,0,0,0,0,0
IM26067,1,0,0,0,0,0,0
IM26068,0,0,0,0,0,0,0
IM26069,0,0,0,0,0,0,0
IM26070,1,0,0,0,0,0,0
IM26071,1,0,0,0,0,0,0
IM26072,0,0,0,0,0,0,0
IM26073,0,0,0,0,0,0,0
IM26074,0,0,0,0,0,0,0
IM26075,0,0,0,0,0,0,0
IM26076,0,0,0,0,0,0,0
IM26077,0,0,0,0,0,0,0
IM26078,1,0,0,0,0,0,0
IM26079,0,0,0,0,0,0,0
IM26080,0,0,0,0,0,0,0
